locus_tag,gene_name,start,end,strand,gene_product,COG,uniprot
SACI_RS05705,SACI_RS05705,1015233,1017029,-,glycogen debranching enzyme N-terminal domain-containing protein,G,UPI0002B26E9E
SACI_RS05710,SACI_RS05710,1017238,1019091,-,glycoside hydrolase family 15 protein,G,A0A0U3FLS4
SACI_RS05715,SACI_RS05715,1019088,1020341,-,NDP-sugar synthase,M,A0A0U3FDQ4
SACI_RS05720,SACI_RS05720,1020382,1021716,+,alpha-amylase,G,A0A0U3GRH7
SACI_RS05725,SACI_RS05725,1021713,1023413,+,glycogen/starch synthase,M,F2Z6E6
SACI_RS05730,SACI_RS05730,1023450,1024052,+,sulfite oxidase-like oxidoreductase,S,A0A0U3H9K7
SACI_RS05735,SACI_RS05735,1024057,1025676,-,TCP-1/cpn60 chaperonin family protein,O,A0A0U3H1H5
SACI_RS05740,SACI_RS05740,1025769,1026086,-,hypothetical protein,X,A0A0U3HCR6
SACI_RS05745,SACI_RS05745,1026145,1026750,-,hypothetical protein,X,A0A0U3FE34
SACI_RS05750,SACI_RS05750,1026823,1027203,-,CBS domain-containing protein,I,A0A0U3F648
SACI_RS05755,SACI_RS05755,1027214,1027921,-,DsbA family protein,Q,UPI000055252B
SACI_RS05760,SACI_RS05760,1027923,1029005,-,VWA domain-containing protein,T,A0A0U2Y6V3
SACI_RS05765,SACI_RS05765,1029065,1029685,+,FHA domain-containing protein,T,A0A0U3H8R9
SACI_RS05770,SACI_RS05770,1029690,1030832,+,VWA domain-containing protein,T,A0A0U3GUB2
SACI_RS05775,SACI_RS05775,1030846,1031010,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,K,UPI000055252F
SACI_RS05780,SACI_RS05780,1031062,1032318,-,DUF402 domain-containing protein,J,A0A0U2VTN3
SACI_RS05785,acnA,1032302,1034848,-,aconitate hydratase AcnA,C,A0A0U3HK42
SACI_RS05790,SACI_RS05790,1034900,1036189,-,hypothetical protein,X,A0A0U3FME2
SACI_RS05795,SACI_RS05795,1036276,1036800,+,DUF2258 domain-containing protein,S,A0A0U2WR78
SACI_RS05800,SACI_RS05800,1036824,1037123,-,hypothetical protein,S,A0A0U3GRG5
SACI_RS05805,SACI_RS05805,1037393,1037770,+,hypothetical protein,X,A0A0U3H0X8
SACI_RS05810,SACI_RS05810,1037782,1038165,-,MarR family transcriptional regulator,K,A0A0U3H117
SACI_RS05815,SACI_RS05815,1038318,1039313,+,ABC transporter substrate-binding protein,P,A0A0U3H1G2
SACI_RS05820,SACI_RS05820,1039531,1040529,+,iron ABC transporter permease,P,A0A0U3GLY8
SACI_RS05825,SACI_RS05825,1040510,1041169,+,ABC transporter ATP-binding protein,E,A0A0U3HCP3
SACI_RS05830,SACI_RS05830,1041456,1041827,+,MarR family transcriptional regulator,K,A0A0U3FE21
SACI_RS05835,SACI_RS05835,1041824,1042045,-,hypothetical protein,K,A0A0U3GP41
SACI_RS05840,SACI_RS05840,1042172,1042501,+,hypothetical protein,X,A0A0U3F641
SACI_RS05845,SACI_RS05845,1042482,1043012,-,hypothetical protein,X,A0A0U3GIW3
SACI_RS05850,SACI_RS05850,1043234,1044526,+,deoxyribodipyrimidine photo-lyase,L,A0A0U3H8Q2
SACI_RS05855,SACI_RS05855,1044560,1045915,-,hypothetical protein,X,A0A0U3H1W8
SACI_RS05860,SACI_RS05860,1045922,1046425,-,hypothetical protein,X,A0A0U3GU98
SACI_RS05865,tenA,1046719,1047375,-,thiaminase II,K,A0A0U3GEI7
SACI_RS05870,SACI_RS05870,1047426,1049072,-,hypothetical protein,S,A0A0U3HK31
SACI_RS05875,SACI_RS05875,1049193,1049960,-,glucose 1-dehydrogenase,I,A0A0U3FMD0
SACI_RS05880,SACI_RS05880,1050009,1050542,-,DUF488 domain-containing protein,K,A0A0U2WR66
SACI_RS05885,SACI_RS05885,1050711,1051121,-,cupin domain-containing protein,G,A0A0U3GRE5
SACI_RS05890,SACI_RS05890,1052045,1052290,+,hypothetical protein,X,A0A0U3GSJ3
SACI_RS05895,SACI_RS05895,1052274,1052666,+,PIN domain-containing protein,S,A0A0U3H105
SACI_RS05900,SACI_RS05900,1053492,1053824,+,hypothetical protein,X,M1I4Y2
SACI_RS05905,SACI_RS05905,1053870,1054493,-,trimeric intracellular cation channel family protein,S,A0A0U3H1E6
SACI_RS05910,SACI_RS05910,1054659,1055411,+,tetratricopeptide repeat protein,T,A0A0U3GLX3
SACI_RS05915,SACI_RS05915,1055391,1056674,-,NAD(P)/FAD-dependent oxidoreductase,Q,A0A0U2W2F1
SACI_RS05920,SACI_RS05920,1056679,1057101,-,PaaI family thioesterase,Q,A0A0U3FVG6
SACI_RS05925,SACI_RS05925,1057460,1057792,+,MarR family transcriptional regulator,K,A0A0U3HCQ6
SACI_RS05930,SACI_RS05930,1057796,1058398,-,hypothetical protein,X,A0A0U3FE02
SACI_RS05935,SACI_RS05935,1058408,1059379,+,GHMP kinase,I,A0A0U3F620
SACI_RS05940,mvaD,1059369,1060346,+,diphosphomevalonate decarboxylase,I,A0A0U3H8P2
SACI_RS05945,SACI_RS05945,1060333,1061529,-,HD domain-containing protein,S,A0A0U3GJL3
SACI_RS05950,SACI_RS05950,1061544,1062254,-,purine-nucleoside phosphorylase,F,A0A0U3FTV8
SACI_RS05955,SACI_RS05955,1062400,1062597,+,hypothetical protein,X,A0A0U3GU82
SACI_RS05960,SACI_RS05960,1062587,1063921,-,glycosyltransferase family 4 protein,M,A0A0U3GEH8
SACI_RS05965,SACI_RS05965,1063958,1065688,+,glycoside hydrolase family 15 protein,G,A0A0U2VTJ8
SACI_RS05970,SACI_RS05970,1065709,1066101,-,hypothetical protein,X,A0A0U3FMC3
SACI_RS05975,SACI_RS05975,1066194,1066739,+,ADP-ribose-binding protein,S,A0A0U2WR46
SACI_RS05980,SACI_RS05980,1066756,1067550,+,MBL fold metallo-hydrolase,S,A0A0U3GSH5
SACI_RS05985,SACI_RS05985,1067595,1068164,+,hypothetical protein,X,A0A0U3H0U7
SACI_RS05990,SACI_RS05990,1068374,1068949,+,NAD(P)H-dependent oxidoreductase,S,A0A0U3H1E1
SACI_RS05995,SACI_RS05995,1069002,1070189,-,MFS transporter,G,A0A0U3FL65
SACI_RS06000,SACI_RS06000,1070415,1070813,+,acyl-CoA thioesterase,S,A0A0U3FYF0
SACI_RS06010,SACI_RS06010,1071231,1071434,+,hypothetical protein,X,A0A0U2N8L9
SACI_RS06015,SACI_RS06015,1071421,1072116,-,nucleotidyltransferase family protein,M,A0A0U3HCJ2
SACI_RS06020,SACI_RS06020,1072375,1072842,-,methylated-DNA--[protein]-cysteine S-methyltransferase,L,A0A0U3FDY3
SACI_RS06025,SACI_RS06025,1072839,1074488,-,threonine--tRNA ligase,J,A0A0U3GJX9
SACI_RS06030,SACI_RS06030,1074526,1075509,+,polysaccharide biosynthesis protein,M,A0A0U3F610
SACI_RS06035,SACI_RS06035,1075509,1076225,+,DNA endonuclease III,L,A0A0U3GIT9
SACI_RS06040,SACI_RS06040,1076212,1077225,+,succinate--CoA ligase subunit beta,C,A0A0U3GJJ6
SACI_RS06045,sucD,1077222,1078061,+,succinate--CoA ligase subunit alpha,C,UPI0009B5AE77
SACI_RS06050,SACI_RS06050,1078027,1079067,-,hypothetical protein,X,A0A0U2NDR8
SACI_RS06060,SACI_RS06060,1079374,1079973,-,carbonic anhydrase,P,A0A0U3HP85
SACI_RS06065,SACI_RS06065,1080419,1081312,+,hypothetical protein,E,A0A0U3HJZ7
SACI_RS06070,SACI_RS06070,1081580,1082233,-,hypothetical protein,X,A0A0U3FLK4
SACI_RS06075,SACI_RS06075,1082226,1083023,-,hypothetical protein,X,A0A0U3FT84
SACI_RS11850,SACI_RS11850,1083276,1083470,+,hypothetical protein,S,
SACI_RS06085,SACI_RS06085,1083596,1085860,+,peptide transporter,M,A0A0U3FDJ4
SACI_RS11640,SACI_RS11640,1085849,1086019,-,RNA-protein complex protein Nop10,J,UPI0001D5AB29
SACI_RS06090,SACI_RS06090,1086016,1086807,-,translation initiation factor IF-2 subunit alpha,J,A0A0U3GRC0
SACI_RS06095,SACI_RS06095,1086809,1087009,-,30S ribosomal protein S27e,J,A0A0U3FMB7
SACI_RS06100,SACI_RS06100,1087006,1087293,-,50S ribosomal protein L44e,J,A0A0U2WR31
SACI_RS06105,SACI_RS06105,1087280,1087741,-,hypothetical protein,C,A0A0U2XZ09
SACI_RS06110,priS,1087731,1088699,-,DNA primase small subunit PriS,L,A0A0U3H0T1
SACI_RS06115,SACI_RS06115,1088665,1089402,-,DNA polymerase sliding clamp,L,A0A0U3H0X7
SACI_RS06120,SACI_RS06120,1089433,1090248,-,ATP/GTP-binding protein,S,UPI0002B284F9
SACI_RS06125,SACI_RS06125,1090238,1091113,+,ribose-phosphate diphosphokinase,F,A0A0U3FL47
SACI_RS06130,SACI_RS06130,1091110,1092015,+,RNA methyltransferase,L,A0A0U2WYL2
SACI_RS06135,rnz,1092015,1092893,+,ribonuclease Z,J,A0A0U3HCI0
SACI_RS06140,SACI_RS06140,1092874,1093311,-,hypothetical protein,S,A0A0U3FDX3
SACI_RS06145,SACI_RS06145,1093311,1093811,-,AAA family ATPase,F,A0A0U3F5Y9
SACI_RS06150,thpR,1093875,1094462,+,RNA 2'%2C3'-cyclic phosphodiesterase,J,A0A0U3FTT1
SACI_RS06155,SACI_RS06155,1094422,1095672,+,CCA tRNA nucleotidyltransferase,J,A0A0U2NDQ8
SACI_RS06160,SACI_RS06160,1095657,1096265,+,serine/threonine protein kinase,T,Q4J999
SACI_RS06165,SACI_RS06165,1096249,1096458,-,hypothetical protein,X,A0A0U3FLJ5
SACI_RS11650,SACI_RS11650,1096722,1098830,-,fibronectin type III domain-containing protein,C,UPI0002B270AC
SACI_RS06180,SACI_RS06180,1099037,1099783,-,SDR family oxidoreductase,I,UPI0009B5A1B9
SACI_RS06185,SACI_RS06185,1099786,1100475,-,TatD family hydrolase,L,A0A0U2VTG1
SACI_RS06190,SACI_RS06190,1100509,1100910,-,hypothetical protein,X,A0A0U3FMB2
SACI_RS06195,SACI_RS06195,1101172,1101879,+,ABC transporter ATP-binding protein,V,A0A0U3H1B3
SACI_RS06200,SACI_RS06200,1101884,1103296,+,hypothetical protein,X,A0A0U3GLR7
SACI_RS06205,SACI_RS06205,1103293,1103835,-,LOG family protein,S,A0A0U3H0S0
SACI_RS06220,rpiA,1108924,1109586,-,ribose 5-phosphate isomerase A,G,A0A0U3H6E9
SACI_RS06225,SACI_RS06225,1109624,1110925,-,hypothetical protein,X,A0A0U2WYK0
SACI_RS06235,lysS,1111101,1112507,-,homocitrate synthase,E,UPI0000552583
SACI_RS06240,SACI_RS06240,1112548,1112823,-,hypothetical protein,X,A0A0U2Y6M2
SACI_RS06245,SACI_RS06245,1112829,1113512,-,UMP kinase,F,A0A0U2NCA1
SACI_RS06250,SACI_RS06250,1113548,1113727,-,chromatin protein Cren7,L,A0A0U3GWQ3
SACI_RS06255,SACI_RS06255,1113836,1114633,-,SDR family oxidoreductase,I,A0A0U3HI16
SACI_RS06260,SACI_RS06260,1114630,1115706,-,pseudouridylate synthase,J,A0A0U3FJM7
SACI_RS06265,ffh,1115675,1117009,-,signal recognition particle protein,U,A0A0U3FBE9
SACI_RS06270,SACI_RS06270,1117011,1117406,-,translation initiation factor IF-5A,J,A0A0U3HDI9
SACI_RS06275,SACI_RS06275,1117749,1118909,-,DNA topoisomerase IV subunit A,L,A0A0U3GP25
SACI_RS06280,SACI_RS06280,1118906,1120504,-,DNA topoisomerase VI subunit B,L,A0A0U3FLI6
SACI_RS06285,SACI_RS06285,1120540,1121475,-,deoxyhypusine synthase,H,A0A0U3H782
SACI_RS06290,SACI_RS06290,1121472,1122920,-,RtcB family protein,L,A0A0U3GR90
SACI_RS06295,SACI_RS06295,1123028,1123243,-,hypothetical protein,X,A0A0U2NCN7
SACI_RS06300,SACI_RS06300,1123338,1126142,+,DEAD/DEAH box helicase,L,A0A0U3HIH2
SACI_RS06305,SACI_RS06305,1126245,1126517,+,DNA-binding protein,K,A0A0U3GSD1
SACI_RS06310,rgy,1126482,1129943,-,reverse gyrase,L,M1I560
SACI_RS06315,albA,1130260,1130553,+,DNA-binding protein Alba,K,A0A0U3FT74
SACI_RS06320,SACI_RS06320,1130638,1130964,+,hypothetical protein,X,A0A0U3GLQ4
SACI_RS06325,SACI_RS06325,1130939,1131214,-,hypothetical protein,X,A0A0U2W286
SACI_RS06330,SACI_RS06330,1131307,1131816,+,hypothetical protein,X,A0A0U3H6D3
SACI_RS06335,SACI_RS06335,1131771,1133401,-,DEAD/DEAH box helicase,X,
SACI_RS06340,SACI_RS06340,1133361,1133738,-,hypothetical protein,X,A0A0U2Y6K5
SACI_RS06345,SACI_RS06345,1133783,1134115,+,divalent-cation tolerance protein CutA,P,A0A0U3H8H6
SACI_RS06350,gatC,1134099,1134392,+,Asp-tRNA(Asn) amidotransferase subunit GatC,J,A0A0U3H8F3
SACI_RS06355,gatA,1134394,1135824,+,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,J,A0A0U3FK17
SACI_RS06360,SACI_RS06360,1135870,1136946,+,4-demethylwyosine synthase TYW1,C,A0A0U3FJL4
SACI_RS06365,SACI_RS06365,1136977,1137600,+,DUF120 domain-containing protein,F,UPI0011BE8E24
SACI_RS06370,SACI_RS06370,1137603,1138289,-,DUF357 domain-containing protein,M,A0A0U3GP09
SACI_RS06375,SACI_RS06375,1138274,1139029,-,diphthine synthase,J,A0A0U3FDF6
SACI_RS06380,SACI_RS06380,1139076,1139840,+,metallophosphoesterase,S,A0A0U3GR75
SACI_RS06385,SACI_RS06385,1139910,1140488,+,TATA-box-binding protein,K,UPI0009B59C4B
SACI_RS06390,SACI_RS06390,1140518,1140745,+,DUF5622 domain-containing protein,X,A0A0U3GJV3
SACI_RS06395,SACI_RS06395,1140735,1141796,-,DUF373 family protein,S,A0A0U2W033
SACI_RS06400,SACI_RS06400,1141768,1142709,-,hypothetical protein,D,A0A0U3FT63
SACI_RS06405,SACI_RS06405,1142977,1143249,+,H/ACA RNA-protein complex protein Gar1,J,A0A0U2W268
SACI_RS06410,SACI_RS06410,1143246,1144121,+,transcription initiation factor IIB family protein,K,A0A0U2Y4G9
SACI_RS06415,SACI_RS06415,1144185,1144559,+,transcription factor TFIIIC,K,A0A0U3FBW5
SACI_RS06420,SACI_RS06420,1144536,1145684,-,tRNA (guanine(26)-N(2))-dimethyltransferase,J,A0A0U2WYF7
SACI_RS06425,SACI_RS06425,1145671,1146588,-,helix-turn-helix domain-containing protein,K,A0A0U3H6C5
SACI_RS06430,SACI_RS06430,1146572,1147000,-,DUF61 family protein,S,A0A0U3H8F7
SACI_RS06435,SACI_RS06435,1147005,1147700,-,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase,J,A0A0U3H8D6
SACI_RS06440,SACI_RS06440,1147701,1148939,-,hypothetical protein,J,F2Z5Z2
SACI_RS06445,SACI_RS06445,1149000,1149164,+,30S ribosomal protein S30e,J,A0A0U2NDM5
SACI_RS06450,gatD,1149196,1150536,+,Glu-tRNA(Gln) amidotransferase subunit GatD,J,A0A0U3HJT4
SACI_RS06455,gatE,1150514,1152418,+,Glu-tRNA(Gln) amidotransferase subunit GatE,J,A0A0U3FLF2
SACI_RS06460,SACI_RS06460,1152471,1153529,+,hypothetical protein,X,A0A0U3GQ85
SACI_RS06465,SACI_RS06465,1153491,1153889,-,transcriptional regulator,K,A0A0U3GPL1
SACI_RS06470,SACI_RS06470,1153948,1156461,-,adenosylcobalamin-dependent ribonucleoside-diphosphate reductase,F,A0A0U3H750
SACI_RS06475,SACI_RS06475,1156623,1157369,+,hypothetical protein,X,A0A0U3GZC3
SACI_RS06480,SACI_RS06480,1157411,1158658,+,phosphoglycerate kinase,G,A0A0U3GJT2
SACI_RS06485,SACI_RS06485,1158645,1159676,+,phosphorylating glyceraldehyde-3-phosphate dehydrogenase,G,A0A0U3H181
SACI_RS06490,SACI_RS06490,1159673,1160080,+,universal stress protein,T,A0A0U3GLM1
SACI_RS06495,SACI_RS06495,1160073,1161374,-,serine hydroxymethyltransferase,E,A0A0U2W255
SACI_RS06500,hmgA,1161400,1162635,-,hydroxymethylglutaryl-CoA reductase (NADPH),I,A0A0U3FV32
SACI_RS06505,SACI_RS06505,1162619,1163032,-,Zn-ribbon domain-containing OB-fold protein,V,A0A0U3H6A0
SACI_RS06510,SACI_RS06510,1163038,1164132,-,thiolase family protein,I,A0A0U2Y6H3
SACI_RS06515,SACI_RS06515,1164132,1165178,-,hydroxymethylglutaryl-CoA synthase,I,A0A0U3H6B3
SACI_RS06520,speD,1165329,1165721,-,adenosylmethionine decarboxylase,E,A0A0U3H8C0
SACI_RS06525,SACI_RS06525,1165834,1166673,+,hypothetical protein,X,A0A0U2NC73
SACI_RS06535,SACI_RS06535,1167095,1167616,+,hypothetical protein,X,A0A0U3GQT7
SACI_RS06540,SACI_RS06540,1167558,1168169,+,N-glycosylase/DNA lyase,L,A0A0U3HHX2
SACI_RS06545,SACI_RS06545,1168374,1169306,+,3-phosphoglycerate dehydrogenase,C,A0A0U2YB16
SACI_RS06550,SACI_RS06550,1169308,1170423,+,alanine--glyoxylate aminotransferase family protein,E,A0A0U3HJR1
SACI_RS06555,SACI_RS06555,1170456,1170725,+,DNA-directed RNA polymerase subunit K,K,A0A0U3FLE1
SACI_RS06560,SACI_RS06560,1170732,1172738,+,DNA topoisomerase I,L,A0A0U3FDC4
SACI_RS06565,SACI_RS06565,1172794,1173918,-,ATP-binding protein,D,F2Z6D2
SACI_RS06570,SACI_RS06570,1173921,1174706,-,cell division protein,D,A0A0U3H735
SACI_RS06575,cdvA,1174724,1175440,-,cell division protein CdvA,X,A0A0U3HCN2
SACI_RS06580,SACI_RS06580,1175606,1175854,+,hypothetical protein,X,A0A0U3GZA7
SACI_RS06585,eno,1175851,1177101,-,phosphopyruvate hydratase,G,A0A0U3H175
SACI_RS06590,SACI_RS06590,1177140,1177451,+,hypothetical protein,X,A0A0U3GLK9
SACI_RS06595,SACI_RS06595,1177444,1177761,+,hypothetical protein,X,A0A0U2W244
SACI_RS06600,SACI_RS06600,1177748,1178161,+,signal peptidase I,U,A0A0U2WWD4
SACI_RS06605,SACI_RS06605,1178153,1179670,-,aminomethyl-transferring glycine dehydrogenase subunit GcvPB,E,A0A0U2Y4E2
SACI_RS06610,SACI_RS06610,1179672,1181015,-,aminomethyl-transferring glycine dehydrogenase subunit GcvPA,E,A0A0U3H684
SACI_RS06615,gcvT,1181056,1182111,+,glycine cleavage system aminomethyltransferase GcvT,E,A0A0U3H8C5
SACI_RS06620,gcvH,1182119,1182535,+,glycine cleavage system protein GcvH,E,A0A0U3H8A3
SACI_RS06625,SACI_RS06625,1182535,1183281,+,proteasome assembly chaperone family protein,S,M1J2A9
SACI_RS06630,SACI_RS06630,1183286,1183660,+,hypothetical protein,O,A0A0U3FTL1
SACI_RS06635,SACI_RS06635,1183734,1184735,+,phosphate uptake regulator PhoU,K,A0A0U3HHW3
SACI_RS06640,sufC,1184762,1185508,+,Fe-S cluster assembly ATPase SufC,O,A0A0U3FJG7
SACI_RS06645,sufB,1185579,1187018,+,Fe-S cluster assembly protein SufB,O,A0A0U3FB76
SACI_RS06650,SACI_RS06650,1187019,1188188,+,SufD family Fe-S cluster assembly protein,O,A0A0U3FDA5
SACI_RS06655,SACI_RS06655,1188258,1188389,+,ribbon-helix-helix protein%2C CopG family,S,A0A0U3GQ47
SACI_RS06665,SACI_RS06665,1188647,1189630,+,alcohol dehydrogenase catalytic domain-containing protein,C,A0A0U3H719
SACI_RS11655,SACI_RS11655,1189798,1190013,-,integrase,S,
SACI_RS06675,SACI_RS06675,1190366,1192222,-,arginine--tRNA ligase,J,A0A0U3H939
SACI_RS06680,SACI_RS06680,1192276,1192473,+,hypothetical protein,X,A0A0U3H167
SACI_RS06685,SACI_RS06685,1192559,1192849,+,hypothetical protein,X,UPI00005525D5
SACI_RS06690,SACI_RS06690,1192841,1193146,-,hypothetical protein,X,A0A0U3GKC8
SACI_RS06695,SACI_RS06695,1193291,1193635,+,hypothetical protein,X,A0A0U2W228
SACI_RS06700,SACI_RS06700,1193673,1195349,-,thermosome subunit,O,A0A0U3FYD6
SACI_RS06705,SACI_RS06705,1195473,1196213,+,hypothetical protein,X,M1ID91
SACI_RS06710,SACI_RS06710,1196140,1196961,-,hypothetical protein,X,A0A0U3FV04
SACI_RS06715,SACI_RS06715,1197002,1197367,-,hypothetical protein,X,A0A0U2Y4C6
SACI_RS06720,SACI_RS06720,1197528,1198247,-,hypothetical protein,X,A0A0U2Y6D9
SACI_RS06725,SACI_RS06725,1198321,1199403,-,ATP-NAD kinase family protein,S,A0A0U3H8B0
SACI_RS06730,SACI_RS06730,1199400,1200020,-,hypothetical protein,X,A0A0U3FRM8
SACI_RS06735,argF,1200053,1200973,+,ornithine carbamoyltransferase,E,A0A0U2NC53
SACI_RS06740,SACI_RS06740,1200966,1202198,-,hypothetical protein,S,A0A0U2NDJ7
SACI_RS06745,SACI_RS06745,1202152,1202823,-,PHP domain-containing protein,S,A0A0U3FJF4
SACI_RS06750,asd,1202820,1203872,-,aspartate-semialdehyde dehydrogenase,E,A0A0U3FLC4
SACI_RS06755,SACI_RS06755,1203857,1205200,-,aspartate kinase,E,A0A0U3GNT5
SACI_RS06760,SACI_RS06760,1205197,1206375,-,threonine synthase,E,A0A0U3GR18
SACI_RS06765,SACI_RS06765,1206477,1207928,+,UbiD family decarboxylase,H,A0A0U3GS61
SACI_RS06770,SACI_RS06770,1207900,1208187,-,hypothetical protein,X,A0A0U3GZ78
SACI_RS06775,SACI_RS06775,1208272,1208931,+,hypothetical protein,D,A0A0U3H164
SACI_RS06780,ppsA,1208995,1211373,+,pyruvate%2C water dikinase,G,A0A0U2VZT1
SACI_RS06785,SACI_RS06785,1211375,1211656,-,hypothetical protein,X,A0A0U3FSZ5
SACI_RS06790,SACI_RS06790,1211613,1212689,-,inositol-3-phosphate synthase,I,A0A0U3FUY1
SACI_RS06795,SACI_RS06795,1212750,1213061,+,acylphosphatase,C,UPI0002B28D90
SACI_RS06800,SACI_RS06800,1213114,1214388,+,TrpB-like pyridoxal phosphate-dependent enzyme,E,A0A0U2Y4B2
SACI_RS06805,SACI_RS06805,1214385,1215122,+,tryptophan synthase subunit alpha,E,A0A0U2Y6C4
SACI_RS06810,trpD,1215112,1216158,+,anthranilate phosphoribosyltransferase,E,A0A0U3H892
SACI_RS06815,SACI_RS06815,1216145,1216744,+,N-(5'-phosphoribosyl)anthranilate isomerase,E,A0A0U3H870
SACI_RS06820,SACI_RS06820,1216726,1218024,+,anthranilate synthase component I,E,A0A0U2NC45
SACI_RS06825,SACI_RS06825,1218041,1218610,+,aminodeoxychorismate/anthranilate synthase component II,E,A0A0U2NDI3
SACI_RS06830,trpC,1218615,1219361,+,indole-3-glycerol phosphate synthase TrpC,E,A0A0U3HJL7
SACI_RS06835,SACI_RS06835,1219373,1220575,+,pyridoxal phosphate-dependent aminotransferase,E,A0A0U3FLB1
SACI_RS06840,SACI_RS06840,1220593,1223088,-,valine--tRNA ligase,J,A0A0U3GNR2
SACI_RS06845,SACI_RS06845,1223089,1224078,+,NAD(P)/FAD-dependent oxidoreductase,C,A0A0U3GQ10
SACI_RS06850,SACI_RS06850,1224053,1224445,+,hypothetical protein,X,A0A0U3GS44
SACI_RS06855,SACI_RS06855,1224445,1224765,+,hypothetical protein,X,A0A0U3GZ62
SACI_RS11925,SACI_RS11925,1224723,1225055,-,hypothetical protein,X,A0A0U3GJP1
SACI_RS06865,SACI_RS06865,1225027,1225245,-,hypothetical protein,X,A0A0U3GLG8
SACI_RS06870,treY,1225387,1227549,-,malto-oligosyltrehalose synthase,G,
SACI_RS06875,glgX,1227546,1229687,-,glycogen debranching protein GlgX,G,F2Z6B6
SACI_RS06880,treZ,1229684,1231354,-,malto-oligosyltrehalose trehalohydrolase,G,F2Z6C5
SACI_RS11855,SACI_RS11855,1231584,1231667,+,putative integrase,X,UPI0011BFB8E2
SACI_RS06885,SACI_RS06885,1231688,1232518,+,hypothetical protein,S,A0A0U2Y6B1
SACI_RS06890,SACI_RS06890,1232594,1233118,+,hypothetical protein,X,A0A0U3H654
SACI_RS06895,SACI_RS06895,1233266,1233892,+,hypothetical protein,X,A0A0U3FRI9
SACI_RS06900,SACI_RS06900,1234257,1234739,-,hypothetical protein,L,A0A0U3FTF6
SACI_RS11930,SACI_RS11930,1235099,1235239,-,hypothetical protein,X,UPI0012D9D522
SACI_RS06905,SACI_RS06905,1235415,1236089,+,hypothetical protein,X,UPI0011BF7BAF
SACI_RS06910,SACI_RS06910,1236721,1238265,-,ATP-binding protein,S,A0A0U3HJK6
SACI_RS06915,SACI_RS06915,1238237,1238593,-,hypothetical protein,X,A0A0U3FJB9
SACI_RS06920,SACI_RS06920,1238806,1239951,+,hypothetical protein,X,A0A0U3FD61
SACI_RS11660,SACI_RS11660,1240242,1240400,+,putative integrase,S,UPI0009B5CE2A
SACI_RS06930,SACI_RS06930,1240567,1240923,-,hypothetical protein,X,A0A0U3GQW1
SACI_RS06940,SACI_RS06940,1241078,1241686,-,DUF434 domain-containing protein,S,A0A0U3GPZ6
SACI_RS06945,SACI_RS06945,1241676,1244399,-,alanine--tRNA ligase,J,A0A0U3H8Z3
SACI_RS06950,rpl12p,1244440,1244757,-,50S ribosomal protein P1,J,M1IW14
SACI_RS06955,SACI_RS06955,1244799,1245806,-,50S ribosomal protein L10,J,M1IDH4
SACI_RS06960,SACI_RS06960,1245803,1246468,-,50S ribosomal protein L1,J,UPI000058E439
SACI_RS06965,SACI_RS06965,1246465,1246977,-,50S ribosomal protein L11,J,A0A0U2W1Y0
SACI_RS06970,SACI_RS06970,1246985,1247443,-,transcription elongation factor Spt5,K,A0A0U3FUU8
SACI_RS06975,SACI_RS06975,1247457,1247654,-,protein translocase SEC61 complex subunit gamma,U,UPI00001357A4
SACI_RS06980,ftsY,1247670,1248779,-,signal recognition particle-docking protein FtsY,U,A0A0U3FSX5
SACI_RS06985,SACI_RS06985,1248776,1249225,-,prefoldin subunit alpha,O,A0A0U2WW59
SACI_RS06990,SACI_RS06990,1249222,1249482,-,50S ribosomal protein L18a,J,A0A0U2Y467
SACI_RS06995,SACI_RS06995,1249484,1250155,-,translation initiation factor IF-6,J,A0A0U3H618
SACI_RS07000,SACI_RS07000,1250152,1250541,-,50S ribosomal protein L31e,J,A0A0U3H642
SACI_RS07005,SACI_RS07005,1250546,1250707,-,50S ribosomal protein L39e,J,UPI0000170023
SACI_RS07010,SACI_RS07010,1250698,1251048,-,DNA-binding protein,S,UPI00057D1226
SACI_RS07015,SACI_RS07015,1251058,1251522,-,30S ribosomal protein S19e,J,A0A0U2NC28
SACI_RS07020,SACI_RS07020,1251589,1252761,+,nicotinate phosphoribosyltransferase,H,A0A0U3FD45
SACI_RS07025,SACI_RS07025,1252751,1253803,-,phosphate uptake regulator PhoU,P,A0A0U3H6W0
SACI_RS07030,SACI_RS07030,1253865,1254854,-,DUF711 family protein,S,A0A0U3GQU6
SACI_RS07035,SACI_RS07035,1254908,1255303,+,DsrE/DsrF/DrsH-like family protein,S,A0A0U3FB10
SACI_RS07040,SACI_RS07040,1255303,1255524,+,sulfurtransferase TusA family protein,O,A0A0U3GNN9
SACI_RS07045,SACI_RS07045,1255572,1256459,+,cysteine synthase family protein,E,A0A0U3GPX6
SACI_RS07050,SACI_RS07050,1256654,1257328,+,hypothetical protein,T,A0A0U3GLD7
SACI_RS07055,moaA,1257537,1258478,+,GTP 3'%2C8-cyclase MoaA,H,A0A0U3GZ31
SACI_RS07060,SACI_RS07060,1258456,1259553,+,aminopeptidase P family protein,E,A0A0U3FUS5
