locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SACI_RS05260,SACI_RS05260,Saci_1104,904456,905214,-,SDR family oxidoreductase,Lipid transport and metabolism,A0A0U3HCY6,Op597
SACI_RS05265,SACI_RS05265,Saci_1105,905293,906213,-,alpha/beta hydrolase,Lipid transport and metabolism,A0A0U3H9T8,Op598
SACI_RS05270,SACI_RS05270,Saci_1106,906267,907436,-,alpha/beta hydrolase,No COG annotation,A0A0U3H1P5,Op599
SACI_RS05275,SACI_RS05275,Saci_1107,908076,908663,+,TetR/AcrR family transcriptional regulator,Transcription,A0A0U3GJ51,Op600
SACI_RS05280,SACI_RS05280,Saci_1108,908850,909971,+,acyl-CoA dehydrogenase family protein,Lipid transport and metabolism,A0A0U3GJX0,Op601
SACI_RS05285,SACI_RS05285,Saci_1109,910065,912056,-,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein,Lipid transport and metabolism,A0A0U3FVR3,Op602
SACI_RS05290,SACI_RS05290,Saci_1110,912102,912998,-,MBL fold metallo-hydrolase,Function unknown,A0A0U3FHR8,Op603
SACI_RS05295,SACI_RS05295,Saci_1111,913160,914812,+,long-chain-fatty-acid--CoA ligase,Lipid transport and metabolism,M1I4H0,Op604
SACI_RS05300,SACI_RS05300,Saci_1112,915037,915963,+,R2-like ligand-binding oxidase,Nucleotide transport and metabolism,A0A0U2WZ10,Op605
SACI_RS05305,SACI_RS05305,Saci_1113,915975,916871,+,acyl-CoA/acyl-ACP dehydrogenase,Lipid transport and metabolism,A0A0U2WWK5,Op605
SACI_RS05310,SACI_RS05310,Saci_1114,916907,918094,+,acetyl-CoA C-acetyltransferase,Lipid transport and metabolism,A0A0U3GUI7,Op605
SACI_RS05315,SACI_RS05315,Saci_1115,918125,919132,-,alcohol dehydrogenase catalytic domain-containing protein,Energy production and conversion,A0A0U3H8X4,Op606
SACI_RS05320,SACI_RS05320,Saci_1116,919178,920095,-,alpha/beta hydrolase,Lipid transport and metabolism,A0A0U2VTX9,Op607
SACI_RS05325,glpK,Saci_1117,920171,921667,-,glycerol kinase GlpK,Nucleotide transport and metabolism,M1IUQ4,Op608
SACI_RS05330,SACI_RS05330,Saci_1118,921761,923047,+,FAD-dependent oxidoreductase,Energy production and conversion,A0A0U2NE06,Op609
SACI_RS05335,SACI_RS05335,Saci_1119,923050,923490,+,carbon monoxide dehydrogenase,Energy production and conversion,A0A0U3HKB7,Op609
SACI_RS05340,SACI_RS05340,Saci_1120,923562,924095,-,Zn-ribbon domain-containing OB-fold protein,Function unknown,A0A0U3H1A0,Op610
SACI_RS05345,SACI_RS05345,Saci_1121,924092,925279,-,thiolase domain-containing protein,Lipid transport and metabolism,M1I4I2,Op610
SACI_RS05350,SACI_RS05350,Saci_1122,925285,926898,-,long-chain fatty acid--CoA ligase,Lipid transport and metabolism,A0A0U3FDW5,Op610
SACI_RS05355,SACI_RS05355,Saci_1123,926934,928136,-,acyl-CoA dehydrogenase family protein,Lipid transport and metabolism,A0A0U2N8S2,Op610
SACI_RS05360,SACI_RS05360,Saci_1124,928650,928964,+,hypothetical protein,No COG annotation,A0A0U3HDK5,Op611
SACI_RS05365,SACI_RS05365,Saci_1125,929275,929751,-,peroxiredoxin,"Post-translational modification, protein turnover,and chaperones",A0A0U3GSS4,Op612
SACI_RS05370,SACI_RS05370,Saci_1126,929964,931616,-,AMP-binding protein,Lipid transport and metabolism,M1I4I9,Op613
SACI_RS05375,SACI_RS05375,Saci_1127,932298,934181,+,APC family permease,Amino acid transport and metabolism,UPI00064F3338,Op614
SACI_RS05380,SACI_RS05380,Saci_1128,934620,936272,+,ATP-binding protein,"Replication, recombination and repair",A0A0U3H5M7,Op615
SACI_RS05385,SACI_RS05385,Saci_1129,936259,937491,+,DNA double-strand break repair nuclease NurA,Function unknown,A0A0U3GR25,Op615
SACI_RS05390,SACI_RS05390,Saci_1130,937878,938138,+,hypothetical protein,No COG annotation,A0A0U3FRW4,Op616
SACI_RS05395,SACI_RS05395,Saci_1131,938407,939963,+,alkaline phosphatase family protein,Cell wall/membrane/envelope biogenesis,A0A0U3H1N2,Op617
SACI_RS05400,SACI_RS05400,Saci_1132,940186,940875,-,metallophosphoesterase,Function unknown,A0A0U3GM67,Op618
SACI_RS05405,SACI_RS05405,Saci_1133,941133,942203,+,ATP-binding protein,Function unknown,A0A0U2W2R8,Op619
SACI_RS05410,SACI_RS05410,Saci_1134,942578,944566,+,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein,Lipid transport and metabolism,A0A0U3GJV5,Op620
SACI_RS05415,SACI_RS05415,Saci_1136,944847,946262,+,MFS transporter,Inorganic ion transport and metabolism,A0A0U3H243,Op621
SACI_RS05420,SACI_RS05420,Saci_1137,946478,948154,+,thiamine pyrophosphate-binding protein,Amino acid transport and metabolism,A0A0U3GUH4,Op622
SACI_RS05425,SACI_RS05425,Saci_1138,948404,948805,+,vitamin K epoxide reductase family protein,Function unknown,A0A0U2Y718,Op623
SACI_RS05430,SACI_RS05430,Saci_1139,948860,950230,-,hypothetical protein,No COG annotation,UPI00005524ED,Op624
SACI_RS11980,SACI_RS11980,Saci_1140,950399,951964,-,hypothetical protein,No COG annotation,A0A0U3FMI7,Op625
SACI_RS05440,SACI_RS05440,Saci_1141,952097,952870,-,radical SAM protein,"Replication, recombination and repair",A0A0U3FU39,Op626
SACI_RS05445,SACI_RS05445,Saci_1142,952870,954063,-,hypothetical protein,Function unknown,A0A0U2NDZ8,Op626
SACI_RS05450,SACI_RS05450,Saci_1143,954542,955027,-,hypothetical protein,Energy production and conversion,UPI0009B5A16A,Op627
SACI_RS05455,SACI_RS05455,,954960,955145,+,hypothetical protein,Energy production and conversion,A0A0U3H132,Op628
SACI_RS11845,SACI_RS11845,,955170,955289,+,molybdopterin-dependent oxidoreductase,No COG annotation,UPI0002B27A63,Op628
SACI_RS05460,SACI_RS05460,,955282,955806,+,xanthine dehydrogenase family protein molybdopterin-binding subunit,Energy production and conversion,A0A0U3H177,Op628
SACI_RS05465,SACI_RS05465,Saci_1147,956887,960714,+,S8 family serine peptidase,"Post-translational modification, protein turnover,and chaperones",A0A0U3FDU5,Op629
SACI_RS05470,SACI_RS05470,Saci_1148,960722,962470,+,hypothetical protein,Function unknown,A0A0U2N8R4,Op629
SACI_RS05475,SACI_RS05475,,962554,964277,-,acyl--CoA ligase,No COG annotation,,Op630
SACI_RS05480,SACI_RS05480,Saci_1151,964555,965004,+,YbaK/EbsC family protein,Function unknown,A0A0U3HCV8,Op631
SACI_RS05485,SACI_RS05485,Saci_1152,965058,965243,+,hypothetical protein,No COG annotation,A0A0U3H1M3,Op632
SACI_RS05490,SACI_RS05490,Saci_1153,965309,965854,-,NAD-dependent epimerase/dehydratase family protein,Carbohydrate transport and metabolism,A0A0U2X2U7,Op633
SACI_RS05495,SACI_RS05495,Saci_1154,966098,966727,+,type 1 glutamine amidotransferase,Nucleotide transport and metabolism,A0A0U3F676,Op634
SACI_RS05500,SACI_RS05500,Saci_1155,966891,967697,+,acetoacetate decarboxylase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U2W2Q3,Op635
SACI_RS05505,SACI_RS05505,Saci_1156,967901,969586,-,hypothetical protein,No COG annotation,A0A0U3GJS9,Op636
SACI_RS05510,SACI_RS05510,Saci_1157,969591,970697,-,hypothetical protein,No COG annotation,A0A0U2WYY0,Op636
SACI_RS05515,SACI_RS05515,Saci_1158,971287,971874,+,class I SAM-dependent methyltransferase,Function unknown,A0A0U3GUF9,Op637
SACI_RS05520,SACI_RS05520,Saci_1159,971893,972582,+,hypothetical protein,No COG annotation,A0A0U3GEP8,Op637
SACI_RS05525,SACI_RS05525,Saci_1160,972700,974583,-,alpha-glucosidase,Carbohydrate transport and metabolism,A0A0U2VTT6,Op638
SACI_RS05530,SACI_RS05530,Saci_1161,974711,975760,+,HTH domain-containing protein,Transcription,A0A0U3FMH2,Op639
SACI_RS05535,SACI_RS05535,Saci_1162,975799,978453,-,glycoside hydrolase,Carbohydrate transport and metabolism,A0A0U2WRC0,Op640
SACI_RS05540,SACI_RS05540,Saci_1163,978540,979397,-,sugar ABC transporter permease,Inorganic ion transport and metabolism,A0A0U2XZB5,Op641
SACI_RS05545,SACI_RS05545,Saci_1164,979397,980281,-,sugar ABC transporter permease,Inorganic ion transport and metabolism,A0A0U3FLU8,Op641
SACI_RS05550,SACI_RS05550,Saci_1165,980292,981734,-,sugar ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,A0A0U3FDT3,Op641
SACI_RS05555,SACI_RS05555,Saci_1166,981962,983038,+,ABC transporter ATP-binding protein,Carbohydrate transport and metabolism,A0A0U3GRN5,Op642
SACI_RS05560,SACI_RS05560,Saci_1167,983366,983848,-,CBS domain-containing protein,Function unknown,A0A0U3FLF0,Op643
SACI_RS05565,SACI_RS05565,Saci_1168,984081,984524,-,hypothetical protein,Function unknown,A0A0U3H9N8,Op644
SACI_RS05570,SACI_RS05570,Saci_1169,984596,985579,-,FAD-dependent oxidoreductase,Energy production and conversion,A0A0U3HCT4,Op645
SACI_RS05575,msrA,Saci_1170,985690,986256,+,peptide-methionine (S)-S-oxide reductase MsrA,"Post-translational modification, protein turnover,and chaperones",A0A0U3FE68,Op646
SACI_RS05580,SACI_RS05580,Saci_1171,987096,987896,+,MarR family transcriptional regulator,Transcription,A0A0U2W2N5,Op647
SACI_RS05585,SACI_RS05585,Saci_1172,987941,989377,-,type II secretion system F family protein,Cell motility,A0A0U3FVM0,Op648
SACI_RS05590,SACI_RS05590,Saci_1173,989361,990902,-,type II/IV secretion system ATPase subunit,Cell motility,A0A0U2WYW0,Op648
SACI_RS05595,SACI_RS05595,Saci_1174,990906,991607,-,flagellar accessory protein FlaH,Cell motility,A0A0U3GUE0,Op648
SACI_RS05600,SACI_RS05600,Saci_1175,991589,992083,-,flagellar protein F,Cell motility,A0A0U3GEN4,Op648
SACI_RS05605,SACI_RS05605,Saci_1176,992085,992549,-,flagellar protein FlaG,Cell motility,A0A0U2VTR0,Op648
SACI_RS05610,SACI_RS05610,Saci_1177,992542,993294,-,hypothetical protein,No COG annotation,A0A0U3FMG6,Op648
SACI_RS05615,SACI_RS05615,Saci_1178,993370,994284,-,flagellin,Cell motility,A0A0U2WRA8,Op649
SACI_RS05620,SACI_RS05620,Saci_1179,994427,994804,+,hypothetical protein,No COG annotation,A0A0U3HK75,Op650
SACI_RS05625,SACI_RS05625,Saci_1180,994943,995752,+,MarR family transcriptional regulator,Transcription,A0A0U3FLT3,Op651
SACI_RS05630,SACI_RS05630,Saci_1181,996058,997893,+,serine/threonine protein kinase,Transcription,A0A0U3FDR6,Op652
SACI_RS05635,SACI_RS05635,Saci_1182,998087,999520,-,MFS transporter,Carbohydrate transport and metabolism,A0A0U3H154,Op653
SACI_RS05640,SACI_RS05640,Saci_1183,999934,1002837,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,M1J1L6,Op654
SACI_RS05645,acs,Saci_1184,1003003,1004967,-,acetate--CoA ligase,Lipid transport and metabolism,A0A0U3FLD5,Op655
SACI_RS05650,SACI_RS05650,Saci_1185,1005075,1006106,+,hypothetical protein,No COG annotation,A0A0U2N8P6,Op656
SACI_RS05655,SACI_RS05655,Saci_1186,1006115,1006399,+,MarR family transcriptional regulator,Transcription,A0A0U3H1J1,Op656
SACI_RS05660,SACI_RS05660,Saci_1187,1006396,1007331,-,nucleoside hydrolase,Nucleotide transport and metabolism,A0A0U3GM21,Op657
SACI_RS05665,SACI_RS05665,Saci_1188,1007433,1008794,+,FAD-binding oxidoreductase,Energy production and conversion,A0A0U3F653,Op658
SACI_RS05670,SACI_RS05670,Saci_1189,1008791,1009651,-,FAD-binding oxidoreductase,Energy production and conversion,A0A0U3GIY7,Op659
SACI_RS05675,purE,Saci_1190,1009743,1010216,+,5-(carboxyamino)imidazole ribonucleotide mutase,Nucleotide transport and metabolism,A0A0U2WYV1,Op660
SACI_RS05680,SACI_RS05680,Saci_1191,1010188,1011282,+,5-(carboxyamino)imidazole ribonucleotide synthase,Nucleotide transport and metabolism,A0A0U2Y6W8,Op660
SACI_RS05685,SACI_RS05685,Saci_1192,1011279,1011623,+,HTH DNA-binding domain-containing protein,Transcription,A0A0U3GUC5,Op660
SACI_RS05690,SACI_RS05690,Saci_1193,1011620,1013611,-,protein kinase,Transcription,A0A0U3H8R5,Op661
SACI_RS05695,SACI_RS05695,Saci_1195,1013973,1014350,-,RidA family protein,"Translation, ribosomal structure and biogenesis",UPI0000552520,Op662
SACI_RS05700,SACI_RS05700,Saci_1196,1014391,1015209,-,CBS domain-containing protein,Function unknown,A0A0U2VTP7,Op662
SACI_RS05705,SACI_RS05705,Saci_1197,1015233,1017029,-,glycogen debranching enzyme N-terminal domain-containing protein,Carbohydrate transport and metabolism,UPI0002B26E9E,Op662
SACI_RS05710,SACI_RS05710,Saci_1198,1017238,1019091,-,glycoside hydrolase family 15 protein,Carbohydrate transport and metabolism,A0A0U3FLS4,Op663
SACI_RS05715,SACI_RS05715,Saci_1199,1019088,1020341,-,NDP-sugar synthase,Cell wall/membrane/envelope biogenesis,A0A0U3FDQ4,Op663
SACI_RS05720,SACI_RS05720,Saci_1200,1020382,1021716,+,alpha-amylase,Carbohydrate transport and metabolism,A0A0U3GRH7,Op664
SACI_RS05725,SACI_RS05725,Saci_1201,1021713,1023413,+,glycogen/starch synthase,Cell wall/membrane/envelope biogenesis,F2Z6E6,Op664
SACI_RS05730,SACI_RS05730,Saci_1202,1023450,1024052,+,sulfite oxidase-like oxidoreductase,Function unknown,A0A0U3H9K7,Op664
SACI_RS05735,SACI_RS05735,Saci_1203,1024057,1025676,-,TCP-1/cpn60 chaperonin family protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3H1H5,Op665
SACI_RS05740,SACI_RS05740,Saci_1205,1025769,1026086,-,hypothetical protein,No COG annotation,A0A0U3HCR6,Op666
SACI_RS05745,SACI_RS05745,Saci_1206,1026145,1026750,-,hypothetical protein,No COG annotation,A0A0U3FE34,Op667
SACI_RS05750,SACI_RS05750,Saci_1207,1026823,1027203,-,CBS domain-containing protein,Lipid transport and metabolism,A0A0U3F648,Op668
SACI_RS05755,SACI_RS05755,Saci_1208,1027214,1027921,-,DsbA family protein,"Secondary metabolites biosynthesis, transport, and catabolism",UPI000055252B,Op668
SACI_RS05760,SACI_RS05760,Saci_1209,1027923,1029005,-,VWA domain-containing protein,Signal transduction mechanisms,A0A0U2Y6V3,Op668
SACI_RS05765,SACI_RS05765,Saci_1210,1029065,1029685,+,FHA domain-containing protein,Signal transduction mechanisms,A0A0U3H8R9,Op669
SACI_RS05770,SACI_RS05770,Saci_1211,1029690,1030832,+,VWA domain-containing protein,Signal transduction mechanisms,A0A0U3GUB2,Op669
SACI_RS05775,SACI_RS05775,Saci_1212,1030846,1031010,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,Transcription,UPI000055252F,Op670
SACI_RS05780,SACI_RS05780,Saci_1213,1031062,1032318,-,DUF402 domain-containing protein,"Translation, ribosomal structure and biogenesis",A0A0U2VTN3,Op671
SACI_RS05785,acnA,Saci_1214,1032302,1034848,-,aconitate hydratase AcnA,Energy production and conversion,A0A0U3HK42,Op671
SACI_RS05790,SACI_RS05790,Saci_1215,1034900,1036189,-,hypothetical protein,No COG annotation,A0A0U3FME2,Op672
SACI_RS05795,SACI_RS05795,Saci_1216,1036276,1036800,+,DUF2258 domain-containing protein,Function unknown,A0A0U2WR78,Op673
SACI_RS05800,SACI_RS05800,Saci_1217,1036824,1037123,-,hypothetical protein,Function unknown,A0A0U3GRG5,Op674
SACI_RS05805,SACI_RS05805,Saci_1218,1037393,1037770,+,hypothetical protein,No COG annotation,A0A0U3H0X8,Op675
SACI_RS05810,SACI_RS05810,Saci_1219,1037782,1038165,-,MarR family transcriptional regulator,Transcription,A0A0U3H117,Op676
SACI_RS05815,SACI_RS05815,Saci_1220,1038318,1039313,+,ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,A0A0U3H1G2,Op677
SACI_RS05820,SACI_RS05820,Saci_1221,1039531,1040529,+,iron ABC transporter permease,Inorganic ion transport and metabolism,A0A0U3GLY8,Op678
SACI_RS05825,SACI_RS05825,Saci_1222,1040510,1041169,+,ABC transporter ATP-binding protein,Amino acid transport and metabolism,A0A0U3HCP3,Op678
SACI_RS05830,SACI_RS05830,Saci_1223,1041456,1041827,+,MarR family transcriptional regulator,Transcription,A0A0U3FE21,Op679
SACI_RS05835,SACI_RS05835,Saci_1224,1041824,1042045,-,hypothetical protein,Transcription,A0A0U3GP41,Op680
SACI_RS05840,SACI_RS05840,Saci_1225,1042172,1042501,+,hypothetical protein,No COG annotation,A0A0U3F641,Op681
SACI_RS05845,SACI_RS05845,Saci_1226,1042482,1043012,-,hypothetical protein,No COG annotation,A0A0U3GIW3,Op682
SACI_RS05850,SACI_RS05850,Saci_1227,1043234,1044526,+,deoxyribodipyrimidine photo-lyase,"Replication, recombination and repair",A0A0U3H8Q2,Op683
SACI_RS05855,SACI_RS05855,Saci_1228,1044560,1045915,-,hypothetical protein,No COG annotation,A0A0U3H1W8,Op684
SACI_RS05860,SACI_RS05860,Saci_1229,1045922,1046425,-,hypothetical protein,No COG annotation,A0A0U3GU98,Op684
SACI_RS05865,tenA,Saci_1230,1046719,1047375,-,thiaminase II,Transcription,A0A0U3GEI7,Op685
SACI_RS05870,SACI_RS05870,Saci_1231,1047426,1049072,-,hypothetical protein,Function unknown,A0A0U3HK31,Op686
SACI_RS05875,SACI_RS05875,Saci_1232,1049193,1049960,-,glucose 1-dehydrogenase,Lipid transport and metabolism,A0A0U3FMD0,Op687
SACI_RS05880,SACI_RS05880,Saci_1233,1050009,1050542,-,DUF488 domain-containing protein,Transcription,A0A0U2WR66,Op688
SACI_RS05885,SACI_RS05885,Saci_1234,1050711,1051121,-,cupin domain-containing protein,Carbohydrate transport and metabolism,A0A0U3GRE5,Op689
SACI_RS05890,SACI_RS05890,Saci_1235,1052045,1052290,+,hypothetical protein,No COG annotation,A0A0U3GSJ3,Op690
SACI_RS05895,SACI_RS05895,Saci_1236,1052274,1052666,+,PIN domain-containing protein,Function unknown,A0A0U3H105,Op690
SACI_RS05900,SACI_RS05900,Saci_1237,1053492,1053824,+,hypothetical protein,No COG annotation,M1I4Y2,Op691
SACI_RS05905,SACI_RS05905,Saci_1238,1053870,1054493,-,trimeric intracellular cation channel family protein,Function unknown,A0A0U3H1E6,Op692
SACI_RS05910,SACI_RS05910,Saci_1239,1054659,1055411,+,tetratricopeptide repeat protein,Signal transduction mechanisms,A0A0U3GLX3,Op693
SACI_RS05915,SACI_RS05915,Saci_1240,1055391,1056674,-,NAD(P)/FAD-dependent oxidoreductase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U2W2F1,Op694
SACI_RS05920,SACI_RS05920,Saci_1241,1056679,1057101,-,PaaI family thioesterase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U3FVG6,Op694
SACI_RS05925,SACI_RS05925,Saci_1242,1057460,1057792,+,MarR family transcriptional regulator,Transcription,A0A0U3HCQ6,Op695
SACI_RS05930,SACI_RS05930,Saci_1243,1057796,1058398,-,hypothetical protein,No COG annotation,A0A0U3FE02,Op696
SACI_RS05935,SACI_RS05935,Saci_1244,1058408,1059379,+,GHMP kinase,Lipid transport and metabolism,A0A0U3F620,Op697
SACI_RS05940,mvaD,Saci_1245,1059369,1060346,+,diphosphomevalonate decarboxylase,Lipid transport and metabolism,A0A0U3H8P2,Op697
SACI_RS05945,SACI_RS05945,Saci_1246,1060333,1061529,-,HD domain-containing protein,Function unknown,A0A0U3GJL3,Op698
SACI_RS05950,SACI_RS05950,Saci_1247,1061544,1062254,-,purine-nucleoside phosphorylase,Nucleotide transport and metabolism,A0A0U3FTV8,Op698
SACI_RS05955,SACI_RS05955,Saci_1248,1062400,1062597,+,hypothetical protein,No COG annotation,A0A0U3GU82,Op699
SACI_RS05960,SACI_RS05960,Saci_1249,1062587,1063921,-,glycosyltransferase family 4 protein,Cell wall/membrane/envelope biogenesis,A0A0U3GEH8,Op700
SACI_RS05965,SACI_RS05965,Saci_1250,1063958,1065688,+,glycoside hydrolase family 15 protein,Carbohydrate transport and metabolism,A0A0U2VTJ8,Op701
SACI_RS05970,SACI_RS05970,Saci_1251,1065709,1066101,-,hypothetical protein,No COG annotation,A0A0U3FMC3,Op702
SACI_RS05975,SACI_RS05975,Saci_1252,1066194,1066739,+,ADP-ribose-binding protein,Function unknown,A0A0U2WR46,Op703
SACI_RS05980,SACI_RS05980,Saci_1253,1066756,1067550,+,MBL fold metallo-hydrolase,Function unknown,A0A0U3GSH5,Op703
SACI_RS05985,SACI_RS05985,Saci_1254,1067595,1068164,+,hypothetical protein,No COG annotation,A0A0U3H0U7,Op704
SACI_RS05990,SACI_RS05990,Saci_1255,1068374,1068949,+,NAD(P)H-dependent oxidoreductase,Function unknown,A0A0U3H1E1,Op705
SACI_RS05995,SACI_RS05995,Saci_1256,1069002,1070189,-,MFS transporter,Carbohydrate transport and metabolism,A0A0U3FL65,Op706
SACI_RS06000,SACI_RS06000,Saci_1257,1070415,1070813,+,acyl-CoA thioesterase,Function unknown,A0A0U3FYF0,Op707
SACI_RS06010,SACI_RS06010,,1071231,1071434,+,hypothetical protein,No COG annotation,A0A0U2N8L9,Op708
SACI_RS06015,SACI_RS06015,Saci_1259,1071421,1072116,-,nucleotidyltransferase family protein,Cell wall/membrane/envelope biogenesis,A0A0U3HCJ2,Op709
SACI_RS06020,SACI_RS06020,Saci_1260,1072375,1072842,-,methylated-DNA--[protein]-cysteine S-methyltransferase,"Replication, recombination and repair",A0A0U3FDY3,Op710
SACI_RS06025,SACI_RS06025,Saci_1261,1072839,1074488,-,threonine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0U3GJX9,Op710
SACI_RS06030,SACI_RS06030,Saci_1262,1074526,1075509,+,polysaccharide biosynthesis protein,Cell wall/membrane/envelope biogenesis,A0A0U3F610,Op711
SACI_RS06035,SACI_RS06035,Saci_1264,1075509,1076225,+,DNA endonuclease III,"Replication, recombination and repair",A0A0U3GIT9,Op711
SACI_RS06040,SACI_RS06040,Saci_1265,1076212,1077225,+,succinate--CoA ligase subunit beta,Energy production and conversion,A0A0U3GJJ6,Op711
SACI_RS06045,sucD,Saci_1266,1077222,1078061,+,succinate--CoA ligase subunit alpha,Energy production and conversion,UPI0009B5AE77,Op711
SACI_RS06050,SACI_RS06050,Saci_1267,1078027,1079067,-,hypothetical protein,No COG annotation,A0A0U2NDR8,Op712
SACI_RS06060,SACI_RS06060,Saci_1269,1079374,1079973,-,carbonic anhydrase,Inorganic ion transport and metabolism,A0A0U3HP85,Op713
SACI_RS06065,SACI_RS06065,Saci_1270,1080419,1081312,+,hypothetical protein,Amino acid transport and metabolism,A0A0U3HJZ7,Op714
SACI_RS06070,SACI_RS06070,Saci_1271,1081580,1082233,-,hypothetical protein,No COG annotation,A0A0U3FLK4,Op715
SACI_RS06075,SACI_RS06075,Saci_1272,1082226,1083023,-,hypothetical protein,No COG annotation,A0A0U3FT84,Op715
SACI_RS11850,SACI_RS11850,,1083276,1083470,+,hypothetical protein,Function unknown,,Op716
SACI_RS06085,SACI_RS06085,Saci_1274,1083596,1085860,+,peptide transporter,Cell wall/membrane/envelope biogenesis,A0A0U3FDJ4,Op717
SACI_RS11640,SACI_RS11640,,1085849,1086019,-,RNA-protein complex protein Nop10,"Translation, ribosomal structure and biogenesis",UPI0001D5AB29,Op718
SACI_RS06090,SACI_RS06090,Saci_1275,1086016,1086807,-,translation initiation factor IF-2 subunit alpha,"Translation, ribosomal structure and biogenesis",A0A0U3GRC0,Op718
SACI_RS06095,SACI_RS06095,Saci_1276,1086809,1087009,-,30S ribosomal protein S27e,"Translation, ribosomal structure and biogenesis",A0A0U3FMB7,Op718
SACI_RS06100,SACI_RS06100,Saci_1277,1087006,1087293,-,50S ribosomal protein L44e,"Translation, ribosomal structure and biogenesis",A0A0U2WR31,Op718
SACI_RS06105,SACI_RS06105,Saci_1278,1087280,1087741,-,hypothetical protein,Energy production and conversion,A0A0U2XZ09,Op718
SACI_RS06110,priS,Saci_1279,1087731,1088699,-,DNA primase small subunit PriS,"Replication, recombination and repair",A0A0U3H0T1,Op718
SACI_RS06115,SACI_RS06115,Saci_1280,1088665,1089402,-,DNA polymerase sliding clamp,"Replication, recombination and repair",A0A0U3H0X7,Op718
SACI_RS06120,SACI_RS06120,Saci_1281,1089433,1090248,-,ATP/GTP-binding protein,Function unknown,UPI0002B284F9,Op718
SACI_RS06125,SACI_RS06125,Saci_1282,1090238,1091113,+,ribose-phosphate diphosphokinase,Nucleotide transport and metabolism,A0A0U3FL47,Op719
SACI_RS06130,SACI_RS06130,Saci_1283,1091110,1092015,+,RNA methyltransferase,"Replication, recombination and repair",A0A0U2WYL2,Op719
SACI_RS06135,rnz,Saci_1284,1092015,1092893,+,ribonuclease Z,"Translation, ribosomal structure and biogenesis",A0A0U3HCI0,Op719
SACI_RS06140,SACI_RS06140,Saci_1285,1092874,1093311,-,hypothetical protein,Function unknown,A0A0U3FDX3,Op720
SACI_RS06145,SACI_RS06145,Saci_1286,1093311,1093811,-,AAA family ATPase,Nucleotide transport and metabolism,A0A0U3F5Y9,Op720
SACI_RS06150,thpR,Saci_1287,1093875,1094462,+,RNA 2'%2C3'-cyclic phosphodiesterase,"Translation, ribosomal structure and biogenesis",A0A0U3FTT1,Op721
SACI_RS06155,SACI_RS06155,Saci_1288,1094422,1095672,+,CCA tRNA nucleotidyltransferase,"Translation, ribosomal structure and biogenesis",A0A0U2NDQ8,Op721
SACI_RS06160,SACI_RS06160,Saci_1289,1095657,1096265,+,serine/threonine protein kinase,Signal transduction mechanisms,Q4J999,Op721
SACI_RS06165,SACI_RS06165,Saci_1290,1096249,1096458,-,hypothetical protein,No COG annotation,A0A0U3FLJ5,Op722
SACI_RS11650,SACI_RS11650,Saci_1292,1096722,1098830,-,fibronectin type III domain-containing protein,Energy production and conversion,UPI0002B270AC,Op723
SACI_RS06180,SACI_RS06180,Saci_1293,1099037,1099783,-,SDR family oxidoreductase,Lipid transport and metabolism,UPI0009B5A1B9,Op724
SACI_RS06185,SACI_RS06185,Saci_1294,1099786,1100475,-,TatD family hydrolase,"Replication, recombination and repair",A0A0U2VTG1,Op724
SACI_RS06190,SACI_RS06190,Saci_1295,1100509,1100910,-,hypothetical protein,No COG annotation,A0A0U3FMB2,Op724
SACI_RS06195,SACI_RS06195,Saci_1296,1101172,1101879,+,ABC transporter ATP-binding protein,Defense mechanisms,A0A0U3H1B3,Op725
SACI_RS06200,SACI_RS06200,,1101884,1103296,+,hypothetical protein,No COG annotation,A0A0U3GLR7,Op725
SACI_RS06205,SACI_RS06205,Saci_1298,1103293,1103835,-,LOG family protein,Function unknown,A0A0U3H0S0,Op726
SACI_RS06220,rpiA,Saci_1301,1108924,1109586,-,ribose 5-phosphate isomerase A,Carbohydrate transport and metabolism,A0A0U3H6E9,Op727
SACI_RS06225,SACI_RS06225,Saci_1302,1109624,1110925,-,hypothetical protein,No COG annotation,A0A0U2WYK0,Op727
SACI_RS06235,lysS,Saci_1304,1111101,1112507,-,homocitrate synthase,Amino acid transport and metabolism,UPI0000552583,Op728
SACI_RS06240,SACI_RS06240,Saci_1305,1112548,1112823,-,hypothetical protein,No COG annotation,A0A0U2Y6M2,Op728
SACI_RS06245,SACI_RS06245,Saci_1306,1112829,1113512,-,UMP kinase,Nucleotide transport and metabolism,A0A0U2NCA1,Op728
SACI_RS06250,SACI_RS06250,Saci_1307,1113548,1113727,-,chromatin protein Cren7,"Replication, recombination and repair",A0A0U3GWQ3,Op728
