Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-1
SACI_RS06605	SACI_RS06605	1178153	1179670	glycine dehydrogenase subunit 2	SACI_RS06610 // SACI_RS06605	SACI_RS06610 // SACI_RS06605
SACI_RS02660	SACI_RS02660	455333	456616	glutamine synthetase	SACI_RS02660 // SACI_RS02655	SACI_RS02660 // SACI_RS02655
SACI_RS10645	SACI_RS10645	2040367	2041086	phosphoadenylyl-sulfate reductase	SACI_RS10645	SACI_RS10645
SACI_RS06610	SACI_RS06610	1179672	1181015	aminomethyl-transferring glycine dehydrogenase subunit GcvPA	SACI_RS06610 // SACI_RS06605	SACI_RS06610 // SACI_RS06605
SACI_RS04850	SACI_RS04850	815108	816088	histone deacetylase family protein	SACI_RS04860 // SACI_RS04855 // SACI_RS04850	SACI_RS04860 // SACI_RS04855 // SACI_RS04850
SACI_RS02665	SACI_RS02665	456672	457448	class I SAM-dependent methyltransferase family protein	SACI_RS02670 // SACI_RS02665	SACI_RS02670 // SACI_RS02665
sat	SACI_RS10650	2041202	2042437	sulfate adenylyltransferase	SACI_RS10655 // sat	SACI_RS10655 // sat
gcvT	SACI_RS06615	1181056	1182111	glycine cleavage system aminomethyltransferase GcvT	SACI_RS06630 // SACI_RS06625 // gcvH // gcvT	SACI_RS06630 // SACI_RS06625 // gcvH // gcvT
SACI_RS02670	SACI_RS02670	457402	458550	amidohydrolase	SACI_RS02670 // SACI_RS02665	SACI_RS02670 // SACI_RS02665
gcvH	SACI_RS06620	1182119	1182535	glycine cleavage system protein GcvH	SACI_RS06630 // SACI_RS06625 // gcvH // gcvT	SACI_RS06630 // SACI_RS06625 // gcvH // gcvT
SACI_RS10655	SACI_RS10655	2042434	2042739	hypothetical protein	SACI_RS10655 // sat	SACI_RS10655 // sat
SACI_RS00830	SACI_RS00830	139725	140291	exosome complex RNA-binding protein Csl4	SACI_RS00845 // SACI_RS00840 // dph2 // SACI_RS00830 // SACI_RS00825 // SACI_RS00820 // SACI_RS00815	SACI_RS00845 // SACI_RS00840 // dph2 // SACI_RS00830 // SACI_RS00825 // SACI_RS00820 // SACI_RS00815
SACI_RS02685	SACI_RS02685	459116	459649	archaemetzincin family Zn-dependent metalloprotease	SACI_RS02685	SACI_RS02685
SACI_RS10660	SACI_RS10660	2042988	2043923	alcohol dehydrogenase catalytic domain-containing protein	SACI_RS10660	SACI_RS10660
SACI_RS06625	SACI_RS06625	1182535	1183281	proteasome assembly chaperone family protein	SACI_RS06630 // SACI_RS06625 // gcvH // gcvT	SACI_RS06630 // SACI_RS06625 // gcvH // gcvT
SACI_RS06210	SACI_RS06210	1103957	1106920	23S ribosomal RNA	SACI_RS06210	SACI_RS06210
SACI_RS02690	SACI_RS02690	459626	460045	archease	SACI_RS02690	SACI_RS02690
SACI_RS10665	SACI_RS10665	2044132	2045256	lipoate--protein ligase family protein	SACI_RS10665	SACI_RS10665
SACI_RS06630	SACI_RS06630	1183286	1183660	hypothetical protein	SACI_RS06630 // SACI_RS06625 // gcvH // gcvT	SACI_RS06630 // SACI_RS06625 // gcvH // gcvT
cedA2	SACI_RS11810	460159	460317	DNA import protein CedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS10670	SACI_RS10670	2045284	2046771	acyl--CoA ligase	SACI_RS10670	SACI_RS10670
SACI_RS06635	SACI_RS06635	1183734	1184735	phosphate uptake regulator PhoU	SACI_RS06650 // sufB // sufC // SACI_RS06635	SACI_RS06650 // sufB // sufC // SACI_RS06635
cedA	SACI_RS02695	460333	461115	DNA import protein CedA	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS10675	SACI_RS10675	2046825	2048798	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein	SACI_RS10675	SACI_RS10675
dph2	SACI_RS00835	140298	141302	diphthamide biosynthesis enzyme Dph2	SACI_RS00845 // SACI_RS00840 // dph2 // SACI_RS00830 // SACI_RS00825 // SACI_RS00820 // SACI_RS00815	SACI_RS00845 // SACI_RS00840 // dph2 // SACI_RS00830 // SACI_RS00825 // SACI_RS00820 // SACI_RS00815
cedA1	SACI_RS02700	461116	461352	DNA import protein CedA1	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
sufC	SACI_RS06640	1184762	1185508	Fe-S cluster assembly ATPase SufC	SACI_RS06650 // sufB // sufC // SACI_RS06635	SACI_RS06650 // sufB // sufC // SACI_RS06635
SACI_RS10680	SACI_RS10680	2048878	2050065	thiolase domain-containing protein	SACI_RS10685 // SACI_RS10680	SACI_RS10685 // SACI_RS10680
SACI_RS10685	SACI_RS10685	2050071	2050613	Zn-ribbon domain-containing OB-fold protein	SACI_RS10685 // SACI_RS10680	SACI_RS10685 // SACI_RS10680
SACI_RS02705	SACI_RS02705	461381	461929	AAA family ATPase	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
sufB	SACI_RS06645	1185579	1187018	Fe-S cluster assembly protein SufB	SACI_RS06650 // sufB // sufC // SACI_RS06635	SACI_RS06650 // sufB // sufC // SACI_RS06635
SACI_RS07205	SACI_RS07205	1287829	1289457	phenylalanine--tRNA ligase subunit beta	SACI_RS07215 // SACI_RS07210 // SACI_RS07205	SACI_RS07215 // SACI_RS07210 // SACI_RS07205
aroA	SACI_RS00905	152482	153684	3-phosphoshikimate 1-carboxyvinyltransferase	SACI_RS00910 // aroA // SACI_RS00900 // aroC	SACI_RS00910 // aroA // SACI_RS00900 // aroC
SACI_RS02710	SACI_RS02710	461926	462189	50S ribosomal protein L34e	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS10690	SACI_RS10690	2050681	2052348	long-chain-fatty-acid--CoA ligase	SACI_RS10690	SACI_RS10690
SACI_RS06650	SACI_RS06650	1187019	1188188	hypothetical protein	SACI_RS06650 // sufB // sufC // SACI_RS06635	SACI_RS06650 // sufB // sufC // SACI_RS06635
SACI_RS02715	SACI_RS02715	462212	462646	hypothetical protein	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS10695	SACI_RS10695	2052558	2053550	R2-like ligand-binding oxidase	SACI_RS10695	SACI_RS10695
SACI_RS06655	SACI_RS06655	1188258	1188389	ribbon-helix-helix protein, CopG family	SACI_RS06655	SACI_RS06655
SACI_RS00840	SACI_RS00840	141299	141829	50S ribosomal protein L16	SACI_RS00845 // SACI_RS00840 // dph2 // SACI_RS00830 // SACI_RS00825 // SACI_RS00820 // SACI_RS00815	SACI_RS00845 // SACI_RS00840 // dph2 // SACI_RS00830 // SACI_RS00825 // SACI_RS00820 // SACI_RS00815
SACI_RS02720	SACI_RS02720	462661	463245	adenylate kinase	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS10700	SACI_RS10700	2053621	2054565	alpha/beta hydrolase	SACI_RS10700	SACI_RS10700
secY	SACI_RS02725	463249	464640	preprotein translocase subunit SecY	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS06665	SACI_RS06665	1188647	1189630	alcohol dehydrogenase catalytic domain-containing protein	SACI_RS06665	SACI_RS06665
SACI_RS10705	SACI_RS10705	2054663	2056171	hypothetical protein	SACI_RS10705	SACI_RS10705
SACI_RS01155	SACI_RS01155	197851	198606	SDR family oxidoreductase	SACI_RS01155	SACI_RS01155
SACI_RS02730	SACI_RS02730	464657	465091	50S ribosomal protein L15	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS06740	SACI_RS06740	1200966	1202198	hypothetical protein	SACI_RS06760 // SACI_RS06755 // asd // SACI_RS06745 // SACI_RS06740	SACI_RS06760 // SACI_RS06755 // asd // SACI_RS06745 // SACI_RS06740
SACI_RS10710	SACI_RS10710	2056355	2058994	hypothetical protein	SACI_RS10710	SACI_RS10710
SACI_RS02735	SACI_RS02735	465093	465563	50S ribosomal protein L30	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS10715	SACI_RS10715	2059230	2059847	hypothetical protein	SACI_RS10715	SACI_RS10715
SACI_RS00845	SACI_RS00845	141860	142120	hypothetical protein	SACI_RS00845 // SACI_RS00840 // dph2 // SACI_RS00830 // SACI_RS00825 // SACI_RS00820 // SACI_RS00815	SACI_RS00845 // SACI_RS00840 // dph2 // SACI_RS00830 // SACI_RS00825 // SACI_RS00820 // SACI_RS00815
SACI_RS02740	SACI_RS02740	465560	466219	30S ribosomal protein S5	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS10720	SACI_RS10720	2059997	2061196	acyl-CoA dehydrogenase	SACI_RS10720	SACI_RS10720
SACI_RS02745	SACI_RS02745	466206	466799	50S ribosomal protein L18	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS10725	SACI_RS10725	2061332	2063251	NAD-binding protein	SACI_RS10725	SACI_RS10725
SACI_RS11655	SACI_RS11655	1189798	1190013	integrase	SACI_RS11655	SACI_RS11655
SACI_RS02750	SACI_RS02750	466803	467255	50S ribosomal protein L19e	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS10730	SACI_RS10730	2063298	2063792	hypothetical protein	SACI_RS10730	SACI_RS10730
SACI_RS02755	SACI_RS02755	467261	467656	50S ribosomal protein L32e	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS10735	SACI_RS10735	2063999	2065036	R2-like ligand-binding oxidase	SACI_RS10735	SACI_RS10735
SACI_RS06675	SACI_RS06675	1190366	1192222	arginine--tRNA ligase	SACI_RS06675	SACI_RS06675
SACI_RS00850	SACI_RS00850	142098	143135	hypothetical protein	SACI_RS00860 // SACI_RS00855 // SACI_RS00850	SACI_RS00860 // SACI_RS00855 // SACI_RS00850
SACI_RS02760	SACI_RS02760	467640	468200	50S ribosomal protein L6	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS10740	SACI_RS10740	2065138	2065809	hypothetical protein	SACI_RS10745 // SACI_RS10740	SACI_RS10745 // SACI_RS10740
SACI_RS06215	SACI_RS06215	1107133	1108635	16S ribosomal RNA	SACI_RS06215	SACI_RS06215
SACI_RS02765	SACI_RS02765	468215	468616	30S ribosomal protein S8	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS01040	SACI_RS01040	177638	178252	hypothetical protein	SACI_RS01040 // purT	SACI_RS01040 // purT
SACI_RS10745	SACI_RS10745	2065820	2066245	hypothetical protein	SACI_RS10745 // SACI_RS10740	SACI_RS10745 // SACI_RS10740
SACI_RS06680	SACI_RS06680	1192276	1192473	hypothetical protein	SACI_RS06680	SACI_RS06680
SACI_RS11545	SACI_RS11545	468623	468787	30S ribosomal protein S14	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS10750	SACI_RS10750	2066295	2067353	alcohol dehydrogenase catalytic domain-containing protein	SACI_RS10750	SACI_RS10750
SACI_RS02770	SACI_RS02770	468792	469328	50S ribosomal protein L5	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2	SACI_RS02815 // SACI_RS02810 // SACI_RS02805 // rpmC // SACI_RS02795 // SACI_RS02790 // SACI_RS02785 // SACI_RS02780 // SACI_RS02775 // SACI_RS02770 // SACI_RS11545 // SACI_RS02765 // SACI_RS02760 // SACI_RS02755 // SACI_RS02750 // SACI_RS02745 // SACI_RS02740 // SACI_RS02735 // SACI_RS02730 // secY // SACI_RS02720 // SACI_RS02715 // SACI_RS02710 // SACI_RS02705 // cedA1 // cedA // cedA2
SACI_RS10755	SACI_RS10755	2067743	2069371	long-chain-fatty-acid--CoA ligase	SACI_RS10755	SACI_RS10755
SACI_RS00855	SACI_RS00855	143120	144070	flippase-like domain-containing protein	SACI_RS00860 // SACI_RS00855 // SACI_RS00850	SACI_RS00860 // SACI_RS00855 // SACI_RS00850
SACI_RS06685	SACI_RS06685	1192559	1192849	hypothetical protein	SACI_RS06685	SACI_RS06685
